course_id,courses_title,courses_description,category,sub_category
4567,Verbal Confidence,"In this lesson, learners will explore how to strengthen their verbal communication, project confidence, and ensure their voices are heard in the workplace.

Understand the role of verbal confidence in effective communication and how it impacts workplace interactions.

Identify key techniques for speaking with clarity, steady pacing, and purposeful inflection to maintain engagement.

Apply strategies to improve verbal confidence, such as eliminating weak language, adjusting tone and volume, and using pauses effectively.",Workforce Essentials,Phase 2: Work Basics
4204,Verbal Tone,"In this lesson, learners will explore how their verbal tone impacts workplace interactions, relationships, and teamwork. 

Learner Rubric:

Recognize how tone influences workplace communication and interact

Identify workplace verbal communication types and their purposes.

Adjust communication styles for different scenarios.

Understand how clear verbal communication enhances professionalism and cohesion.

Apply intentional tone adjustments to enhance clarity, trust, and engagement in workplace.",Workforce Essentials,Phase 2: Work Basics
794,WASHOE TANF Welcome,Washoe Native TANF Welcome and orientation of the opportunities and services that WNTP has to offer.,Resources,Community
4172,WE Post-Assessment,"The Workforce Essentials Post-Assessment measures how much you’ve grown in five key workplace skills: Communication, Teamwork, Professionalism, Problem-Solving, and Initiative. By using real-life scenarios, it shows where you’ve improved and where you can keep growing. You can take the Post-Assessment as many times as necessary to receive a score of 4 or 5.",Workforce Essentials,Phase 4: Professional Application
4171,WE Pre-Assessment,"The Workforce Essentials Pre-Assessment will help identify what you already know about five key workplace skills: Communication, Teamwork, Professionalism, Problem-Solving, and Initiative. Using real-life scenarios, it will show your strengths and areas for improvement.",Workforce Essentials,Phase 1: Must Haves
2026,What Are AP and Dual Enrollment Classes,"In this lesson, learners will understand the difference between Advanced Placement (AP) and Dual Enrollment classes. 

Learning Rubric
Beginning: Learners will know what AP and Dual Enrollment options are
Applying: Learners will understand the similarities and differences
Exemplary: Learners will be able to identify which option is best for them",Academic Planning,Planning
1238,What are Graduation Requirements?,"In this lesson, you will learn about graduate requirements for students and how to earn them across 4 years of high school.",Academic Planning,Graduation Requirements
2092,What Are Honors Classes,"Participants will learn about honors classes, why they are important, how they differ from regular classes, and how to assess if they are a good fit.

Beginning:  Learners will understand what an honors classes are. 
Applying: Learners will be able to identify their subject interests. 
Exemplary: Learners will be able to identify what subjects they would prefer to be more or less rigorous.",Academic Planning,Planning
843,What Is A Credit Score?,"In this lesson, learners will be informed about credit scores, what it is, how it is used, and how it changes based on one's behavior.",Soft Skills,Financial Literacy
1168,What is A-G?,"In this lesson, we'll go over what A-G requirements are. And we’ll cover them in a way that is interactive. You’ll be able to check the progress of your student and help them stay on track towards the completion of A-G requirements.",Academic Planning,A-G Requirements
1236,What is a Transcript?,"How do you know if you’re going to graduate on time? To know this, let’s briefly cover graduation requirements and then how to monitor your progress using a transcript.
Your transcript is a document that provides a full history and record of your classes, grades, the credits you’ve earned for each class, and when you completed each class. In addition, it provides other information such as standardized test scores and any honors you received.
In this lesson, we’ll go in-depth on what this transcript is and how you can read your own.",Academic Planning,A-G Requirements
2323,What Is SEL for Learners,"This lesson introduces participants to the concept of Social and Emotional Learning (SEL), emphasizing its importance in navigating various life situations. Participants will explore the six categories of SEL and understand how they can apply these skills in real-life contexts.

Learning Rubric
Beginning: Learners will be able to define what SEL is.
Applying: Learners will be able to identify why SEL is important.
Exemplary: Learners will be able to identify what they can work on.",Social & Emotional Learning,Global Awareness
4435,What is Tribal Sovereignty,"In this lesson, participants will learn about the meaning of tribal sovereignty, the rights of federally recognized tribes, and how tribal laws and courts function to support self-governance and cultural preservation.",Resources,Community
610,What Is Your Greatest Weakness? – Do’s & Don’ts (Experienced),What Is Your Greatest Weakness? is a legitimate question.  The interviewer is looking to see how you approach a difficult question.,Work Skills,Interviewing Questions (Experienced)
422,What is Your Greatest Weakness? (Inexperienced),"""What is Your Greatest Weakness?"" is an attempt to see if you understand your limitations…we all have them…, and how you are working to improve upon them.",Work Skills,Interviewing Questions (Inexperienced)
628,What Is Your Greatest Weakness? - Your Answer (Experienced),"Create your personalized answer to the question ""what is your greatest weakness"".",Work Skills,Interviewing Questions (Experienced)
4765,What's Your Mood,"The Mood Meter lesson helps students become more aware of their emotions by recognizing their energy levels and how they feel in the moment. Through mindful reflection, they will learn to identify and name their emotions to gain better control over reactions.
Learner Rubric:
Recognize emotions by identifying whether they feel high or low energy and pleasant or unpleasant.
Learn to categorize emotions by color and better understand their emotional state.
Practice naming emotions to improve self-awareness and decision-making in tense moments.",Life Ready Skills,Mindfulness
844,What You Need to Know About Credit Cards,"The purpose of this lesson is to cover credit card terminology, what to look out for regarding credit cards, and some tips on how to manage your credit card(s) responsibly.",Soft Skills,Financial Literacy
559,Why Do You Want to Work Here? – Do’s & Don’ts (Experienced),“Why Do You Want To Work Here?” is often the make-or-break factor determining whether or not one would fit the position.,Work Skills,Interviewing Questions (Experienced)
424,Why Do You Want To Work Here? (Inexperienced),Why Do You Want To Work Here?” is an important question in determining your level of motivation and genuine interest in the position.,Work Skills,Interviewing Questions (Inexperienced)
629,Why Do You Want To Work Here - Your Answer (Experienced),"Create your personalized answer to the question ""why do you want to work here"".",Work Skills,Interviewing Questions (Experienced)
852,Why Is Emotional Intelligence Important,"This lesson will cover what emotional intelligence is, why it's growing in importance, and what you can start developing in yourself and others. After this lesson, participants will be able to define what emotional intelligence is and identify the skills that need to be developed over time.",Up Skills,Self-Awareness
568,Why Should We Hire You? – Do’s & Don’ts (Experienced),Why Should We Hire You is a question about selling yourself.,Work Skills,Interviewing Questions (Experienced)
425,Why Should We Hire You? (Inexperienced),"When asking the question, “Why Should We Hire You?” the interviewer is evaluating your ability to confidently connect your skills and abilities with the needs of the company.",Work Skills,Interviewing Questions (Inexperienced)
659,Why Should We Hire You - Your Answer (Experienced),"Create your personalized answer to the question ""why should we hire you"".",Work Skills,Interviewing Questions (Experienced)
547,Work-Based Learning Interview,The purpose of this Visalia Unified School District course it to guide students through an application for work based learning experiences in the community.,Custom Career Pathway,Action Plan (LBUSD)
3918,Working Together,"Learners will develop collaboration skills to enhance teamwork, solve problems, and drive workplace success.

Learner Rubric:

Recognize the value of collaboration in leveraging team strengths and fostering innovation to achieve shared goals.
Practice key collaborative behaviors, including open communication, active listening, and constructive feedback.
Apply collaboration techniques to improve teamwork, solve complex problems, and contribute to project success.",Workforce Essentials,Phase 3: Teamwork
387,Working With Employment Agencies,Job seekers can utilize job board services for free including searching available jobs and uploading a resume for employers to view.,Work Skills,Job Search
3919,Workplace Greetings,"Learners will develop eye contact and handshake skills to build trust and enhance workplace communication.

Learner Rubric:

Explain the importance of eye contact and handshakes in professional settings.
Demonstrate appropriate techniques in role-play scenarios.
Incorporate effective eye contact and handshakes to improve workplace interactions.",Archive,Other
861,Workplace Reflection,"This lesson provides reflection questions to review you review your experience, what you liked about it, and what you disliked.",Work Skills,Work-Based Learning
868,Wrestling Mat Disinfecting,"Cleaning wrestling mats is important in reducing the spread of skin infections, including MRSA, Hepatitis B and C, ringworm, and impetigo among others.
In this area, we’ll cover these tools and the process for cleaning a wrestling mat.",Workplace Skills,Custodial
3775,Written Communication,"In this lesson, learners will explore effective written communication in the workplace, identify common written formats, and practice improving clarity, tone, and professionalism in messages. 

Learning Rubric:

Identify different types of workplace written communication and their purposes. 
Revise written messages to improve clarity, tone, and professionalism. 
Create polished written communications that foster collaboration and reduce miscommunication.",Workforce Essentials,Phase 2: Work Basics
802,Yoga Instructor,"Yoga instructors use exercise and meditation techniques which are based around finding a balance of mind through breathing, posture, and stretching. As a teacher, students in the art of yoga increase their fitness and personal health, in both body and mind.",Career Dives,Health Science & Medical Technology
464,Your Interview Story,"This course will help pull out all your strengths, weaknesses, achievements and job history to create your interview story.",Work Skills,Resume
